TimeStamp;Hue;Brightness;ExposureTime;ExposureComp;ISO;AWB;FocusDist;Zoom
75703167157273;0;0;10002455;-12;242;1;10.344.828;3.886
75703183817273;0;0;10002455;-12;242;1;10.344.828;3.886
75703200487273;0;0;10002455;-12;242;1;10.344.828;3.886
75703217191273;0;0;10002455;-12;242;1;10.344.828;3.886
75703233814273;0;0;10002455;-12;242;1;10.344.828;3.886
75703250471273;0;0;10002455;-12;242;1;10.344.828;3.886
75703267131273;24;100;10002455;-12;242;1;10.344.828;3.886
75703283797273;23;100;10002455;-12;242;1;10.344.828;3.886
75703300459273;26;100;10002455;-12;242;1;10.344.828;3.886
75703317117273;23;100;10002455;-12;242;1;10.344.828;3.886
75703333825273;24;100;10002455;-12;242;1;10.344.828;3.886
75703350437273;23;100;10002455;-12;242;1;10.344.828;3.886
75703367105273;24;100;10002455;-12;242;1;10.344.828;3.886
75703383765273;23;100;10002455;-12;242;1;10.344.828;3.886
75703400426273;23;100;10002455;-12;242;1;10.344.828;3.886
75703417101273;23;100;10002455;-12;242;1;10.344.828;3.886
75703433756273;22;100;10002455;-12;242;1;10.344.828;3.886
75703450413273;25;100;10002455;-12;242;1;10.344.828;3.886
75703467096273;23;100;10002455;-12;242;1;10.344.828;3.886
75703483737273;24;100;10002455;-12;242;1;10.344.828;3.886
75703500396273;24;100;10002455;-12;242;1;10.344.828;3.886
75703517062273;24;100;10002455;-12;242;1;10.344.828;3.886
75703533723273;25;100;10002455;-12;242;1;10.344.828;3.886
75703550380273;23;100;10002455;-12;242;1;10.344.828;3.886
75703567044273;25;100;10002455;-12;242;1;10.344.828;3.886
75703583711273;25;100;10002455;-12;242;1;10.344.828;3.886
75703600372273;24;100;10002455;-12;242;1;10.344.828;3.886
75703617029273;21;100;10002455;-12;242;1;10.344.828;3.886
75703633698273;24;100;10002455;-12;242;1;10.344.828;3.886
75703650359273;25;100;10002455;-12;242;1;10.344.828;3.886
75703667059273;25;100;10002455;-12;242;1;10.344.828;3.886
75703683689273;25;100;10002455;-12;242;1;10.344.828;3.886
75703700349273;25;100;10002455;-12;242;1;10.344.828;3.886
75703717011273;25;100;10002455;-12;242;1;10.344.828;3.886
75703733703273;24;100;10002455;-12;242;1;10.344.828;3.886
75703750349273;23;100;10002455;-12;242;1;10.344.828;3.886
75703767014273;24;100;10002455;-12;242;1;10.344.828;3.886
75703783651273;25;100;10002455;-12;242;1;10.344.828;3.886
75703800311273;25;100;10002455;-12;242;1;10.344.828;3.886
75703816977273;24;100;10002455;-12;242;1;10.344.828;3.886
75703833634273;25;100;10002455;-12;242;1;10.344.828;3.886
75703850310273;25;100;10002455;-12;242;1;10.344.828;3.886
75703867052273;27;100;10002455;-12;242;1;10.344.828;3.886
75703883617273;25;100;10002455;-12;242;1;10.344.828;3.886
75703900298273;23;100;10002455;-12;242;1;10.344.828;3.886
75703916944273;26;100;10002455;-12;242;1;10.344.828;3.886
75703933618273;24;100;10002455;-12;242;1;10.344.828;3.886
75703950282273;25;100;10002455;-12;242;1;10.344.828;3.886
75703966937273;25;100;10002455;-12;242;1;10.344.828;3.886
75703983605273;24;100;10002455;-12;242;1;10.344.828;3.886
75704000262273;25;100;10002455;-12;242;1;10.344.828;3.886
75704016925273;25;100;10002455;-12;242;1;10.344.828;3.886
75704033587273;24;100;10002455;-12;242;1;10.344.828;3.886
75704050244273;22;100;10002455;-12;242;1;10.344.828;3.886
75704066911273;23;100;10002455;-12;242;1;10.344.828;3.886
75704083567273;22;100;10002455;-12;242;1;10.344.828;3.886
75704100229273;22;100;10002455;-12;242;1;10.344.828;3.886
75704116892273;24;100;10002455;-12;242;1;10.344.828;3.886
75704133556273;23;100;10002455;-12;242;1;10.344.828;3.886
75704150208273;24;100;10002455;-12;242;1;10.344.828;3.886
75704166909273;24;100;10002455;-12;242;1;10.344.828;3.886
75704183549273;24;100;10002455;-12;242;1;10.344.828;3.886
75704200234273;24;100;10002455;-12;242;1;10.344.828;3.886
75704216868273;23;100;10002455;-12;242;1;10.344.828;3.886
75704233547273;23;100;10002455;-12;242;1;10.344.828;3.886
75704250183273;25;100;10002455;-12;242;1;10.344.828;3.886
75704266861273;0;0;10002455;-12;242;1;10.344.828;3.886
75704283565273;0;0;10002455;-12;242;1;10.344.828;3.886
75704300220273;0;0;10002455;-12;242;1;10.344.828;3.886
75704316871273;0;0;10002455;-12;242;1;10.344.828;3.886
75704333503273;0;0;10002455;-12;242;1;10.344.828;3.886
75704350159273;0;0;10002455;-12;242;1;10.344.828;3.886
75704366870273;32;100;10002455;-12;242;1;10.344.828;3.886
75704383487273;31;100;10002455;-12;242;1;10.344.828;3.886
75704400158273;32;100;10002455;-12;242;1;10.344.828;3.886
75704416819273;31;100;10002455;-12;242;1;10.344.828;3.886
75704433484273;33;100;10002455;-12;242;1;10.344.828;3.886
75704450151273;31;100;10002455;-12;242;1;10.344.828;3.886
75704466797273;32;100;10002455;-12;242;1;10.344.828;3.886
75704483451273;33;100;10002455;-12;242;1;10.344.828;3.886
75704500120273;32;100;10002455;-12;242;1;10.344.828;3.886
75704516782273;33;100;10002455;-12;242;1;10.344.828;3.886
75704533445273;32;100;10002455;-12;242;1;10.344.828;3.886
75704550104273;30;100;10002455;-12;242;1;10.344.828;3.886
75704566783273;30;100;10002455;-12;242;1;10.344.828;3.886
75704583432273;30;100;10002455;-12;242;1;10.344.828;3.886
75704600089273;31;100;10002455;-12;242;1;10.344.828;3.886
75704616764273;33;100;10002455;-12;242;1;10.344.828;3.886
75704633419273;32;100;10002455;-12;242;1;10.344.828;3.886
75704650122273;33;100;10002455;-12;242;1;10.344.828;3.886
75704666739273;31;100;10002455;-12;242;1;10.344.828;3.886
75704683403273;30;100;10002455;-12;242;1;10.344.828;3.886
75704700061273;29;100;10002455;-12;242;1;10.344.828;3.886
75704716728273;31;100;10002455;-12;242;1;10.344.828;3.886
75704733394273;33;100;10002455;-12;242;1;10.344.828;3.886
75704750044273;32;100;10002455;-12;242;1;10.344.828;3.886
75704766712273;30;100;10002455;-12;242;1;10.344.828;3.886
75704783380273;32;100;10002455;-12;242;1;10.344.828;3.886
75704800037273;29;100;10002455;-12;242;1;10.344.828;3.886
75704816691273;29;100;10002455;-12;242;1;10.344.828;3.886
75704833364273;27;100;10002455;-12;242;1;10.344.828;3.886
75704850026273;28;100;10002455;-12;242;1;10.344.828;3.886
75704866684273;32;100;10002455;-12;242;1;10.344.828;3.886
75704883360273;34;100;10002455;-12;242;1;10.344.828;3.886
75704899994273;28;100;10002455;-12;242;1;10.344.828;3.886
75704916673273;32;100;10002455;-12;242;1;10.344.828;3.886
75704933329273;30;100;10002455;-12;242;1;10.344.828;3.886
75704949999273;30;100;10002455;-12;242;1;10.344.828;3.886
75704966653273;33;100;10002455;-12;242;1;10.344.828;3.886
75704983317273;32;100;10002455;-12;242;1;10.344.828;3.886
75704999980273;32;100;10002455;-12;242;1;10.344.828;3.886
75705016673273;33;100;10002455;-12;242;1;10.344.828;3.886
75705033302273;29;100;10002455;-12;242;1;10.344.828;3.886
75705049970273;32;100;10002455;-12;242;1;10.344.828;3.886
75705066623273;33;100;10002455;-12;242;1;10.344.828;3.886
75705083408273;32;100;10002455;-12;242;1;10.344.828;3.886
75705099952273;31;100;10002455;-12;242;1;10.344.828;3.886
75705116674273;31;100;10002455;-12;242;1;10.344.828;3.886
75705133307273;31;100;10002455;-12;242;1;10.344.828;3.886
75705149936273;32;100;10002455;-12;242;1;10.344.828;3.886
75705166596273;31;100;10002455;-12;242;1;10.344.828;3.886
75705183270273;31;100;10002455;-12;242;1;10.344.828;3.886
75705199923273;32;100;10002455;-12;242;1;10.344.828;3.886
75705216589273;30;100;10002455;-12;242;1;10.344.828;3.886
75705233249273;33;100;10002455;-12;242;1;10.344.828;3.886
75705249906273;33;100;10002455;-12;242;1;10.344.828;3.886
75705266601273;33;100;10002455;-12;242;1;10.344.828;3.886
75705283239273;30;100;10002455;-12;242;1;10.344.828;3.886
75705299903273;32;100;10002455;-12;242;1;10.344.828;3.886
75705316557273;33;100;10002455;-12;242;1;10.344.828;3.886
75705333217273;32;100;10002455;-12;242;1;10.344.828;3.886
75705349881273;33;100;10002455;-12;242;1;10.344.828;3.886
75705366561273;0;0;10002455;-12;242;1;10.344.828;3.886
75705383201273;0;0;10002455;-12;242;1;10.344.828;3.886
75705399868273;0;0;10002455;-12;242;1;10.344.828;3.886
75705416524273;0;0;10002455;-12;242;1;10.344.828;3.886
75705433196273;0;0;10002455;-12;242;1;10.344.828;3.886
75705449847273;0;0;10002455;-12;242;1;10.344.828;3.886
75705466522273;34;100;10002455;-12;242;1;10.344.828;3.886
75705483212273;30;100;10002455;-12;242;1;10.344.828;3.886
75705499879273;32;100;10002455;-12;242;1;10.344.828;3.886
75705516605273;33;100;10002455;-12;242;1;10.344.828;3.886
75705533161273;31;100;10002455;-12;242;1;10.344.828;3.886
75705549826273;32;100;10002455;-12;242;1;10.344.828;3.886
75705566496273;32;100;10002455;-12;242;1;10.344.828;3.886
75705583151273;31;100;10002455;-12;242;1;10.344.828;3.886
75705599810273;31;100;10002455;-12;242;1;10.344.828;3.886
75705616471273;32;100;10002455;-12;242;1;10.344.828;3.886
75705633137273;32;100;10002455;-12;242;1;10.344.828;3.886
75705649798273;32;100;10002455;-12;242;1;10.344.828;3.886
75705666454273;30;100;10002455;-12;242;1;10.344.828;3.886
75705683126273;29;100;10002455;-12;242;1;10.344.828;3.886
75705699789273;31;100;10002455;-12;242;1;10.344.828;3.886
75705716449273;30;100;10002455;-12;242;1;10.344.828;3.886
75705733107273;29;100;10002455;-12;242;1;10.344.828;3.886
75705749771273;31;100;10002455;-12;242;1;10.344.828;3.886
75705766440273;29;100;10002455;-12;242;1;10.344.828;3.886
75705783133273;32;100;10002455;-12;242;1;10.344.828;3.886
75705799752273;33;100;10002455;-12;242;1;10.344.828;3.886
75705816419273;30;100;10002455;-12;242;1;10.344.828;3.886
75705833102273;31;100;10002455;-12;242;1;10.344.828;3.886
75705849762273;31;100;10002455;-12;242;1;10.344.828;3.886
75705866400273;32;100;10002455;-12;242;1;10.344.828;3.886
75705883075273;29;100;10002455;-12;242;1;10.344.828;3.886
75705899757273;33;100;10002455;-12;242;1;10.344.828;3.886
75705916402273;31;100;10002455;-12;242;1;10.344.828;3.886
75705933054273;31;100;10002455;-12;242;1;10.344.828;3.886
75705949713273;31;100;10002455;-12;242;1;10.344.828;3.886
75705966398273;30;100;10002455;-12;242;1;10.344.828;3.886
75705983046273;31;100;10002455;-12;242;1;10.344.828;3.886
75705999702273;31;100;10002455;-12;242;1;10.344.828;3.886
75706016368273;32;100;10002455;-12;242;1;10.344.828;3.886
75706033026273;32;100;10002455;-12;242;1;10.344.828;3.886
75706049691273;33;100;10002455;-12;242;1;10.344.828;3.886
75706066349273;30;100;10002455;-12;242;1;10.344.828;3.886
75706083003273;32;100;10002455;-12;242;1;10.344.828;3.886
75706099689273;33;100;10002455;-12;242;1;10.344.828;3.886
75706116328273;35;100;10002455;-12;242;1;10.344.828;3.886
75706133014273;30;100;10002455;-12;242;1;10.344.828;3.886
75706149664273;29;100;10002455;-12;242;1;10.344.828;3.886
75706166317273;27;100;10002455;-12;242;1;10.344.828;3.886
75706183033273;31;100;10002455;-12;242;1;10.344.828;3.886
75706199643273;27;100;10002455;-12;242;1;10.344.828;3.886
75706216301273;30;100;10002455;-12;242;1;10.344.828;3.886
75706233111273;29;100;10002455;-12;242;1;10.344.828;3.886
75706249750273;28;100;10002455;-12;242;1;10.344.828;3.886
75706266295273;31;100;10002455;-12;242;1;10.344.828;3.886
75706282950273;31;100;10002455;-12;242;1;10.344.828;3.886
75706299615273;31;100;10002455;-12;242;1;10.344.828;3.886
75706316276273;32;100;10002455;-12;242;1;10.344.828;3.886
75706332937273;31;100;10002455;-12;242;1;10.344.828;3.886
75706349601273;31;100;10002455;-12;242;1;10.344.828;3.886
75706366289273;30;100;10002455;-12;242;1;10.344.828;3.886
75706382949273;28;100;10002455;-12;242;1;10.344.828;3.886
75706399588273;30;100;10002455;-12;242;1;10.344.828;3.886
75706416250273;33;100;10002455;-12;242;1;10.344.828;3.886
75706432926273;30;100;10002455;-12;242;1;10.344.828;3.886
75706449575273;30;100;10002455;-12;242;1;10.344.828;3.886
75706466273273;0;0;10002455;-12;242;1;10.344.828;3.886
75706482900273;0;0;10002455;-12;242;1;10.344.828;3.886
75706499555273;0;0;10002455;-12;242;1;10.344.828;3.886
75706516226273;0;0;10002455;-12;242;1;10.344.828;3.886
75706532898273;0;0;10002455;-12;242;1;10.344.828;3.886
75706549539273;0;0;10002455;-12;242;1;10.344.828;3.886
75706566204273;41;100;10002455;-12;242;1;10.344.828;3.886
75706582873273;18;100;10002455;-12;242;1;10.344.828;3.886
75706599524273;21;100;10002455;-12;242;1;10.344.828;3.886
75706616192273;24;100;10002455;-12;242;1;10.344.828;3.886
75706632976273;24;100;10002455;-12;242;1;10.344.828;3.886
75706649524273;22;100;10002455;-12;242;1;10.344.828;3.886
75706666176273;27;100;10002455;-12;242;1;10.344.828;3.886
75706682839273;26;100;10002455;-12;242;1;10.344.828;3.886
75706699506273;26;100;10002455;-12;242;1;10.344.828;3.886
75706716160273;27;100;10002455;-12;242;1;10.344.828;3.886
75706732827273;25;100;10002455;-12;242;1;10.344.828;3.886
75706749491273;26;100;10002455;-12;242;1;10.344.828;3.886
75706766154273;24;100;10002455;-12;242;1;10.344.828;3.886
75706782816273;25;100;10002455;-12;242;1;10.344.828;3.886
75706799490273;23;100;10002455;-12;242;1;10.344.828;3.886
75706816141273;25;100;10002455;-12;242;1;10.344.828;3.886
75706832803273;26;100;10002455;-12;242;1;10.344.828;3.886
75706849463273;27;100;10002455;-12;242;1;10.344.828;3.886
75706866125273;30;100;10002455;-12;242;1;10.344.828;3.886
75706882782273;28;100;10002455;-12;242;1;10.344.828;3.886
75706899446273;26;100;10002455;-12;242;1;10.344.828;3.886
75706916108273;29;100;10002455;-12;242;1;10.344.828;3.886
75706932766273;28;100;10002455;-12;242;1;10.344.828;3.886
75706949431273;33;100;10002455;-12;242;1;10.344.828;3.886
75706966096273;27;100;10002455;-12;242;1;10.344.828;3.886
75706982766273;26;100;10002455;-12;242;1;10.344.828;3.886
75706999419273;29;100;10002455;-12;242;1;10.344.828;3.886
75707016077273;29;100;10002455;-12;242;1;10.344.828;3.886
75707032763273;24;100;10002455;-12;242;1;10.344.828;3.886
75707049406273;28;100;10002455;-12;242;1;10.344.828;3.886
75707066065273;28;100;10002455;-12;242;1;10.344.828;3.886
75707082729273;29;100;10002455;-12;242;1;10.344.828;3.886
75707099390273;34;100;10002455;-12;242;1;10.344.828;3.886
75707116061273;30;100;10002455;-12;242;1;10.344.828;3.886
75707132711273;28;100;10002455;-12;242;1;10.344.828;3.886
75707149373273;31;100;10002455;-12;242;1;10.344.828;3.886
75707166040273;28;100;10002455;-12;242;1;10.344.828;3.886
75707182696273;29;100;10002455;-12;242;1;10.344.828;3.886
75707199381273;30;100;10002455;-12;242;1;10.344.828;3.886
75707216027273;27;100;10002455;-12;242;1;10.344.828;3.886
75707232780273;29;100;10002455;-12;242;1;10.344.828;3.886
75707249369273;29;100;10002455;-12;242;1;10.344.828;3.886
75707266021273;32;100;10002455;-12;242;1;10.344.828;3.886
75707282677273;26;100;10002455;-12;242;1;10.344.828;3.886
75707299359273;25;100;10002455;-12;242;1;10.344.828;3.886
75707315991273;30;100;10002455;-12;242;1;10.344.828;3.886
75707332657273;30;100;10002455;-12;242;1;10.344.828;3.886
75707349318273;24;100;10002455;-12;242;1;10.344.828;3.886
75707365988273;26;100;10002455;-12;242;1;10.344.828;3.886
75707382649273;29;100;10002455;-12;242;1;10.344.828;3.886
75707399304273;29;100;10002455;-12;242;1;10.344.828;3.886
75707415983273;35;100;10002455;-12;242;1;10.344.828;3.886
75707432649273;25;100;10002455;-12;242;1;10.344.828;3.886
75707449301273;25;100;10002455;-12;242;1;10.344.828;3.886
75707465954273;32;100;10002455;-12;242;1;10.344.828;3.886
75707482617273;26;100;10002455;-12;242;1;10.344.828;3.886
75707499271273;30;100;10002455;-12;242;1;10.344.828;3.886
75707515941273;24;100;10002455;-12;242;1;10.344.828;3.886
75707532601273;28;100;10002455;-12;242;1;10.344.828;3.886
75707549275273;25;100;10002455;-12;242;1;10.344.828;3.886
75707565921273;29;100;10002455;-12;242;1;10.344.828;3.886
75707582617273;0;0;10002455;-12;242;1;10.344.828;3.886
75707599262273;0;0;10002455;-12;242;1;10.344.828;3.886
75707615910273;0;0;10002455;-12;242;1;10.344.828;3.886
75707632573273;0;0;10002455;-12;242;1;10.344.828;3.886
75707649233273;0;0;10002455;-12;242;1;10.344.828;3.886
75707665899273;32;100;10002455;-12;242;1;10.344.828;3.886
75707682556273;26;100;10002455;-12;242;1;10.344.828;3.886
75707699219273;30;100;10002455;-12;242;1;10.344.828;3.886
75707715882273;31;100;10002455;-12;242;1;10.344.828;3.886
75707732568273;30;100;10002455;-12;242;1;10.344.828;3.886
75707749228273;35;100;10002455;-12;242;1;10.344.828;3.886
75707765868273;31;100;10002455;-12;242;1;10.344.828;3.886
75707782530273;33;100;10002455;-12;242;1;10.344.828;3.886
75707799228273;32;100;10002455;-12;242;1;10.344.828;3.886
75707815857273;27;100;10002455;-12;242;1;10.344.828;3.886
75707832516273;29;100;10002455;-12;242;1;10.344.828;3.886
75707849281273;29;100;10002455;-12;242;1;10.344.828;3.886
75707865840273;28;100;10002455;-12;242;1;10.344.828;3.886
75707882500273;28;100;10002455;-12;242;1;10.344.828;3.886
75707899165273;25;100;10002455;-12;242;1;10.344.828;3.886
75707915823273;33;100;10002455;-12;242;1;10.344.828;3.886
75707932491273;27;100;10002455;-12;242;1;10.344.828;3.886
75707949161273;35;100;10002455;-12;242;1;10.344.828;3.886
75707965821273;35;100;10002455;-12;242;1;10.344.828;3.886
75707982472273;29;100;10002455;-12;242;1;10.344.828;3.886
75707999138273;31;100;10002455;-12;242;1;10.344.828;3.886
75708015797273;29;100;10002455;-12;242;1;10.344.828;3.886
75708032462273;31;100;10002455;-12;242;1;10.344.828;3.886
75708049122273;28;100;10002455;-12;242;1;10.344.828;3.886
75708065786273;35;100;10002455;-12;242;1;10.344.828;3.886
75708082469273;29;100;10002455;-12;242;1;10.344.828;3.886
75708099106273;30;100;10002455;-12;242;1;10.344.828;3.886
75708115778273;29;100;10002455;-12;242;1;10.344.828;3.886
75708132429273;27;100;10002455;-12;242;1;10.344.828;3.886
75708149111273;32;100;10002455;-12;242;1;10.344.828;3.886
75708165757273;29;100;10002455;-12;242;1;10.344.828;3.886
75708182432273;24;100;10002455;-12;242;1;10.344.828;3.886
75708199115273;33;100;10002455;-12;242;1;10.344.828;3.886
75708215743273;33;100;10002455;-12;242;1;10.344.828;3.886
75708232408273;34;100;10002455;-12;242;1;10.344.828;3.886
75708249064273;38;100;10002455;-12;242;1;10.344.828;3.886
75708265726273;36;100;10002455;-12;242;1;10.344.828;3.886
75708282417273;31;100;10002455;-12;242;1;10.344.828;3.886
75708299056273;28;100;10002455;-12;242;1;10.344.828;3.886
75708315777273;30;100;10002455;-12;242;1;10.344.828;3.886
75708332376273;30;100;10002455;-12;242;1;10.344.828;3.886
75708349041273;30;100;10002455;-12;242;1;10.344.828;3.886
75708365698273;32;100;10002455;-12;242;1;10.344.828;3.886
75708382379273;27;100;10002455;-12;242;1;10.344.828;3.886
75708399024273;24;100;10002455;-12;242;1;10.344.828;3.886
75708415710273;29;100;10002455;-12;242;1;10.344.828;3.886
75708432342273;31;100;10002455;-12;242;1;10.344.828;3.886
75708449008273;25;100;10002455;-12;242;1;10.344.828;3.886
75708465670273;23;100;10002455;-12;242;1;10.344.828;3.886
75708482333273;29;100;10002455;-12;242;1;10.344.828;3.886
75708498994273;30;100;10002455;-12;242;1;10.344.828;3.886
