TimeStamp;Hue;Brightness
1269748095071220;11;100
1269748128499420;11;100
1269748161820950;11;100
1269748195039030;11;100
1269748228470840;11;100
1269748261796380;11;100
1269748295015530;12;100
1269748328446260;11;100
1269748361771530;11;100
1269748394991800;11;100
1269748428420570;12;100
1269748461746260;11;100
1269748494960300;10;100
1269748528393680;11;100
1269748561608450;11;100
1269748594947990;11;100
1269748628266610;10;100
1269748661569030;10;100
1269748694897450;9;100
1269748728237070;10;100
1269748761562840;10;100
1269748794878070;10;100
1269748828200840;10;100
1269748861529570;11;100
1269748894859800;10;100
1269748928176070;11;100
1269748961506070;10;100
1269748994830530;11;100
1269749028158260;11;100
1269749061475300;10;100
1269749094796220;0;0
1269749128156840;0;0
1269749161451950;9;100
1269749194766180;10;100
1269749228095110;11;100
1269749261425680;12;100
1269749294763490;11;100
1269749328066880;11;100
1269749361400650;11;100
1269749394716880;11;100
1269749428035920;12;100
1269749461365530;11;100
1269749494710650;11;100
1269749528019650;11;100
1269749561349840;11;100
1269749594668300;10;100
1269749627986490;11;100
1269749661308650;10;100
1269749694636150;10;100
1269749727962720;10;100
1269749761282380;10;100
1269749794615410;10;100
1269749827965610;10;100
1269749861261450;10;100
1269749894581800;11;100
1269749928123990;11;100
1269749961327070;10;100
1269749994560800;11;100
1269750027893570;11;100
1269750061346300;10;100
1269750094535800;10;100
1269750127931760;11;100
1269750161291450;11;100
1269750194502650;0;0
1269750227849760;0;0
1269750261221570;9;100
1269750294477150;12;100
1269750327929910;13;100
1269750361172720;11;100
1269750394449760;12;100
1269750427765300;11;100
1269750461133530;12;100
1269750494412340;13;100
1269750527742880;13;100
1269750561112030;12;100
1269750594391840;12;100
1269750627746990;12;100
1269750661040220;12;100
1269750694363260;12;100
1269750727823800;11;100
1269750761092990;12;100
1269750794392840;12;100
1269750827735300;12;100
1269750860987910;12;100
1269750894323640;12;100
1269750927631950;11;100
1269750960958720;11;100
1269750994325070;12;100
1269751027605340;12;100
1269751060939760;12;100
1269751094258260;11;100
1269751127584340;11;100
1269751160935880;12;100
1269751194232260;11;100
1269751227682490;12;100
1269751260889180;12;100
1269751294201720;0;0
1269751327540140;0;0
1269751360967220;10;100
1269751394180640;12;100
1269751427547640;12;100
1269751460861990;12;100
1269751494146340;12;100
1269751527476140;12;100
1269751560900680;12;100
1269751594128530;12;100
1269751627451030;12;100
1269751660768950;11;100
1269751694181030;12;100
1269751727614450;12;100
1269751760734640;12;100
1269751794156260;12;100
1269751827484490;11;100
1269751860775950;12;100
1269751894051260;12;100
1269751927491950;12;100
1269751960813870;11;100
1269751994007950;12;100
1269752027343610;12;100
1269752060732030;11;100
1269752093997640;11;100
1269752127305640;11;100
1269752160712680;11;100
1269752193973450;11;100
1269752227292180;12;100
1269752260704030;12;100
1269752293937340;11;100
1269752327340760;11;100
1269752360585680;11;100
1269752393901570;0;0
1269752427220370;0;0
1269752460662680;0;0
1269752493882840;12;100
1269752527309300;12;100
1269752560630680;12;100
1269752593859410;12;100
1269752627166800;12;100
1269752660509340;12;100
1269752693825910;12;100
1269752727226910;13;100
1269752760476530;12;100
1269752793793180;11;100
1269752827124490;12;100
1269752860440100;13;100
1269752893763410;12;100
1269752927094950;12;100
1269752960516340;12;100
1269752993736300;12;100
1269753027175490;11;100
1269753060387260;12;100
1269753093754680;12;100
1269753127200100;11;100
1269753160529370;12;100
1269753193787300;11;100
1269753227150530;11;100
1269753260437300;11;100
1269753293656490;11;100
1269753327099410;12;100
1269753360310100;12;100
1269753393738300;11;100
1269753427075370;12;100
1269753460380800;12;100
1269753493708530;0;0
1269753527042570;0;0
1269753560356490;0;0
1269753593578800;13;100
1269753626992370;13;100
1269753660218490;14;100
1269753693550870;14;100
1269753726857220;14;100
1269753760193300;14;100
1269753793510410;14;100
1269753826919600;14;100
1269753860276140;14;100
1269753893602760;14;100
1269753926936680;14;100
1269753960249800;14;100
1269753993464260;14;100
1269754026899450;13;100
1269754060229490;14;100
1269754093446300;13;100
1269754126856030;14;100
1269754160143800;14;100
1269754193414030;13;100
1269754226737950;13;100
1269754260063530;13;100
1269754293388410;13;100
1269754326713950;13;100
1269754360033910;13;100
1269754393371950;12;100
1269754426695950;13;100
1269754460006100;13;100
1269754493345600;13;100
1269754526652800;13;100
1269754559983450;12;100
1269754593300990;0;0
1269754626635450;0;0
1269754659989530;0;0
1269754693377760;13;100
1269754726636870;13;100
1269754760006800;12;100
1269754793246220;13;100
1269754826684950;13;100
1269754860009910;13;100
1269754893324870;13;100
1269754926582450;13;100
1269754959978560;13;100
1269754993206060;13;100
1269755026635680;13;100
1269755059977950;13;100
1269755093213720;13;100
1269755126501870;13;100
1269755159924870;13;100
1269755193152870;13;100
1269755226549640;13;100
1269755259911180;13;100
1269755293252760;13;100
1269755326535060;13;100
1269755359879220;13;100
1269755393119910;13;100
1269755426414800;13;100
1269755459790100;14;100
1269755493065910;13;100
1269755526382870;13;100
1269755559709410;13;100
1269755593050560;13;100
1269755626354600;12;100
1269755659762100;14;100
1269755693115870;0;0
1269755726332490;0;0
1269755759741830;0;0
1269755793092220;15;100
1269755826409830;16;100
1269755859625910;15;100
1269755892950450;15;100
1269755926399600;15;100
1269755959631490;15;100
1269755993032530;16;100
1269756026320100;15;100
1269756059579990;14;100
1269756092890950;14;100
1269756126508600;14;100
1269756159561910;15;100
1269756192872790;15;100
1269756226220030;14;100
1269756259629560;13;100
1269756292843830;15;100
1269756326166140;14;100
1269756359494910;14;100
1269756392819830;13;100
1269756426147370;14;100
1269756459471450;14;100
1269756492792760;15;100
1269756526138180;14;100
1269756559446370;15;100
1269756592764950;15;100
1269756626084450;15;100
1269756659420100;14;100
1269756692744370;15;100
1269756726130720;15;100
1269756759385720;15;100
1269756792862990;0;0
1269756826031100;0;0
1269756859478260;0;0
1269756892695290;15;100
1269756926075180;15;100
1269756959427030;15;100
1269756992651450;15;100
1269757026034290;15;100
1269757059297370;15;100
1269757092736020;15;100
1269757126102100;15;100
1269757159304830;15;100
1269757192712260;14;100
1269757226079790;15;100
1269757259247790;14;100
1269757292584020;14;100
1269757325948680;14;100
1269757359230600;15;100
1269757392554220;15;100
1269757425934760;15;100
1269757459316410;15;100
1269757492575450;15;100
1269757525853140;15;100
1269757559175330;15;100
1269757592607020;14;100
1269757625817790;15;100
1269757659242490;14;100
1269757692464520;15;100
1269757725789290;14;100
1269757759109220;14;100
1269757792547020;14;100
1269757825756870;15;100
1269757859191140;14;100
1269757892408720;0;0
1269757925740720;0;0
1269757959160680;0;0
1269757992380100;17;100
1269758025715640;16;100
1269758059030750;17;100
1269758092455140;16;100
1269758125679990;17;100
1269758159077790;17;100
1269758192473450;17;100
1269758225651990;17;100
1269758258981180;17;100
1269758292409640;17;100
1269758325634140;17;100
1269758359070140;16;100
1269758392269330;16;100
1269758425596640;16;100
1269758459013600;16;100
1269758492254520;16;100
1269758525596520;16;100
1269758558900060;16;100
1269758592217060;17;100
1269758625547790;16;100
1269758658970410;16;100
1269758692295720;16;100
1269758725520330;16;100
1269758758925140;16;100
1269758792163640;16;100
1269758825489790;16;100
1269758858924950;16;100
1269758892256410;16;100
1269758925463870;16;100
1269758958786830;16;100
1269758992180330;0;0
1269759025445560;0;0
1269759058862290;0;0
1269759092165750;16;100
1269759125408180;16;100
1269759158866020;16;100
1269759192164140;16;100
1269759225409410;16;100
1269759258776870;16;100
1269759292132600;16;100
1269759325349020;16;100
1269759358796790;16;100
1269759392007140;16;100
1269759425324950;16;100
1269759458651220;16;100
1269759491976060;16;100
1269759525314290;16;100
1269759558629750;16;100
1269759591951060;17;100
1269759625275220;15;100
1269759658591520;16;100
1269759691935480;16;100
1269759725233220;15;100
1269759758642910;16;100
1269759791961950;15;100
1269759825232370;16;100
1269759858614640;16;100
1269759891868520;16;100
1269759925199560;16;100
1269759958601720;16;100
1269759991838410;16;100
1269760025231140;16;100
1269760058596520;15;100
1269760091827450;0;0
1269760125145950;0;0
1269760158576290;0;0
1269760191906180;16;100
1269760225124210;15;100
1269760258651370;16;100
1269760291764290;15;100
1269760325091480;16;100
1269760358406450;15;100
1269760391835520;16;100
1269760425054560;16;100
1269760458391680;16;100
1269760491721520;16;100
1269760525036020;16;100
1269760558357020;15;100
1269760591683370;15;100
1269760625005290;16;100
1269760658416480;17;100
1269760691765910;17;100
1269760724974480;16;100
1269760758358370;16;100
1269760791753790;16;100
1269760824961330;17;100
1269760858284980;16;100
1269760891709450;16;100
1269760924966520;17;100
1269760958245250;16;100
1269760991553210;16;100
1269761024880100;16;100
1269761058212910;16;100
1269761091542410;16;100
1269761124863180;16;100
1269761158190680;16;100
1269761191520140;0;0
1269761224835250;0;0
1269761258231950;0;0
1269761291484060;17;100
1269761324827790;17;100
1269761358242440;18;100
1269761391845910;17;100
1269761424791640;17;100
1269761458120410;19;100
1269761491433370;19;100
1269761524782410;18;100
1269761558186560;18;100
1269761591524790;17;100
1269761624734980;18;100
1269761658057520;18;100
1269761691378440;18;100
1269761724722020;17;100
1269761758104680;17;100
1269761791455100;18;100
1269761824676180;17;100
1269761858121830;17;100
1269761891373370;17;100
1269761924654020;18;100
1269761957984640;19;100
1269761991293870;17;100
1269762024736910;18;100
1269762057988560;19;100
1269762091269910;18;100
1269762124639330;18;100
1269762157922710;18;100
1269762191320100;18;100
1269762224708480;19;100
1269762257965330;18;100
1269762291223480;8;100
1269762324541020;0;0
1269762357867020;0;0
1269762391220440;18;100
1269762424530020;18;100
1269762457922980;19;100
1269762491160140;17;100
1269762524485520;17;100
1269762557944410;17;100
1269762591129670;18;100
1269762624461440;17;100
1269762657780980;17;100
1269762691218480;19;100
1269762724431830;17;100
1269762757867560;18;100
1269762791182210;17;100
1269762824401290;17;100
1269762857736410;17;100
1269762891107020;17;100
1269762924432060;18;100
1269762957700870;18;100
1269762991028830;18;100
1269763024346600;18;100
1269763057672870;18;100
1269763091001140;18;100
1269763124323020;18;100
1269763157748710;18;100
1269763191007830;18;100
1269763224353290;18;100
1269763257617140;18;100
1269763291048370;18;100
1269763324265330;18;100
1269763357705910;16;100
1269763391025870;21;100
1269763424331170;0;0
1269763457636710;0;0
1269763490994140;19;100
1269763524212870;19;100
1269763557647290;19;100
1269763590968020;20;100
1269763624267290;19;100
1269763657513100;20;100
1269763690838480;20;100
1269763724158520;19;100
1269763757499440;19;100
1269763790912520;19;100
1269763824136980;19;100
1269763857568560;19;100
1269763890874170;19;100
1269763924104980;20;100
1269763957433020;20;100
1269763990860140;20;100
1269764024185520;21;100
1269764057480750;20;100
1269764090828830;20;100
1269764124161060;20;100
1269764157499640;20;100
1269764190802560;20;100
1269764224023710;20;100
1269764257347290;20;100
1269764290674210;20;100
1269764324001250;20;100
1269764357327900;20;100
1269764390643400;20;100
1269764423978400;20;100
1269764457354670;20;100
1269764490754020;22;100
1269764523949210;0;0
1269764557279020;0;0
1269764590704290;18;100
1269764623935520;19;100
1269764657347290;20;100
1269764690660440;20;100
1269764723908440;20;100
1269764757257670;20;100
1269764790639560;20;100
1269764823858400;20;100
1269764857280980;20;100
1269764890509400;20;100
1269764923855100;20;100
1269764957171130;20;100
1269764990484940;21;100
1269765023802130;19;100
1269765057141400;21;100
1269765090446290;20;100
1269765123782900;19;100
1269765157240870;19;100
1269765190446980;19;100
1269765223756100;19;100
1269765257219330;20;100
1269765290530370;20;100
1269765323709400;19;100
1269765357177520;20;100
1269765390520520;19;100
1269765423705130;20;100
1269765457156290;20;100
1269765490387440;19;100
1269765523788250;19;100
1269765556994250;20;100
1269765590370020;15;100
1269765623641250;0;0
1269765657091940;0;0
1269765690288170;18;100
1269765723724940;18;100
1269765757107170;19;100
1269765790262210;19;100
1269765823591330;19;100
1269765856916830;20;100
1269765890343710;20;100
1269765923596600;21;100
1269765956989940;19;100
1269765990314250;19;100
1269766023542290;19;100
1269766056924900;19;100
1269766090181860;20;100
1269766123586100;18;100
1269766156933710;20;100
1269766190160940;20;100
1269766223478210;20;100
1269766256816630;20;100
1269766290129670;18;100
1269766323480600;19;100
1269766356785900;19;100
1269766390106330;19;100
1269766423418670;19;100
1269766456780440;19;100
1269766490072290;19;100
1269766523391060;19;100
1269766556716250;19;100
1269766590061560;20;100
1269766623389250;19;100
1269766656848330;19;100
1269766690018020;17;100
1269766723356630;0;0
1269766756673250;0;0
1269766789999630;16;100
1269766823316360;22;100
1269766856780130;22;100
1269766889965860;23;100
1269766923296980;22;100
1269766956606900;21;100
1269766989946630;21;100
1269767023274980;21;100
1269767056694520;21;100
1269767089922980;23;100
1269767123234060;21;100
1269767156557830;21;100
1269767189881330;22;100
1269767223214830;20;100
1269767256530020;21;100
1269767289983290;22;100
1269767323303330;21;100
1269767356518210;21;100
1269767389828400;20;100
1269767423156860;21;100
1269767456584170;20;100
1269767489901020;20;100
1269767523126560;20;100
1269767556451900;21;100
1269767589775900;20;100
1269767623111590;21;100
1269767656429630;20;100
1269767689736670;21;100
1269767723155790;20;100
1269767756397980;20;100
1269767789802400;13;100
1269767823061090;0;0
1269767856366520;0;0
1269767889695790;16;100
1269767923133130;20;100
1269767956337980;21;100
1269767989769400;20;100
1269768023094790;21;100
1269768056316560;21;100
1269768089750900;21;100
1269768123071750;22;100
1269768156285790;21;100
1269768189722940;21;100
1269768222937860;20;100
1269768256277590;21;100
1269768289748790;21;100
1269768322912940;23;100
1269768356235090;21;100
1269768389661400;21;100
1269768422937590;21;100
1269768456207520;21;100
1269768489536670;22;100
1269768522853670;22;100
1269768556283060;21;100
1269768589606320;22;100
1269768622933320;21;100
1269768656155090;21;100
1269768689578710;21;100
1269768722902020;20;100
1269768756124170;20;100
1269768789563400;21;100
1269768822892090;21;100
1269768856095710;20;100
1269768889534130;18;100
1269768922853670;0;0
1269768956074440;0;0
1269768989496360;17;100
1269769022821480;23;100
1269769056084290;23;100
1269769089387130;23;100
1269769122795630;24;100
1269769156019710;24;100
1269769189339290;23;100
1269769222666320;23;100
1269769256058250;23;100
1269769289312250;23;100
1269769322635860;23;100
1269769356038130;23;100
1269769389287400;24;100
1269769422613360;23;100
1269769456047820;23;100
1269769489258820;23;100
1269769522582440;23;100
1269769555977170;24;100
1269769589237590;24;100
1269769622572400;21;100
1269769655939750;23;100
1269769689211130;22;100
1269769722542860;22;100
1269769755861290;23;100
1269769789179980;23;100
1269769822508860;24;100
1269769855824860;24;100
1269769889148860;23;100
1269769922541320;23;100
1269769955800400;23;100
1269769989165320;20;100
1269770022448750;0;0
1269770055772670;0;0
1269770089095750;15;100
1269770122430710;23;100
1269770155742940;23;100
1269770189180900;23;100
1269770222509210;23;100
1269770255715940;23;100
1269770289170210;23;100
1269770322485630;24;100
1269770355695860;23;100
1269770389025360;23;100
1269770422360020;23;100
1269770455667710;23;100
1269770488991750;23;100
1269770522311630;22;100
1269770555634130;24;100
1269770589027480;23;100
1269770622419480;23;100
1269770655608320;22;100
1269770688941940;23;100
1269770722273280;22;100
1269770755582750;23;100
1269770788925050;23;100
1269770822337480;22;100
1269770855566590;22;100
1269770888893710;24;100
1269770922201170;23;100
1269770955544050;24;100
1269770988920130;22;100
1269771022283170;23;100
1269771055606440;23;100
1269771088835400;19;100
1269771122149400;0;0
1269771155464280;0;0
1269771188805940;0;0
1269771222131130;26;100
1269771255451980;23;100
1269771288898480;25;100
1269771322209980;24;100
1269771355416820;25;100
1269771388751550;25;100
1269771422074440;24;100
1269771455390750;25;100
1269771488818050;25;100
1269771522047400;25;100
1269771555358980;24;100
1269771588692090;25;100
1269771622005280;25;100
1269771655341440;26;100
1269771688775130;25;100
1269771721984590;25;100
1269771755313630;24;100
1269771788642360;23;100
1269771821979250;25;100
1269771855371480;26;100
1269771888640010;24;100
1269771921947480;22;100
1269771955260900;24;100
1269771988593820;25;100
1269772021987670;25;100
1269772055232550;23;100
1269772088690010;25;100
1269772121875280;25;100
1269772155214940;26;100
1269772188639940;22;100
1269772221866240;0;0
1269772255188630;0;0
1269772288510010;0;0
1269772321860630;24;100
1269772355152980;26;100
1269772388560820;26;100
1269772421812550;25;100
1269772455133320;25;100
1269772488462630;25;100
1269772521830710;26;100
1269772555105780;24;100
1269772588418860;25;100
1269772621745170;25;100
1269772655073980;25;100
1269772688395590;24;100
1269772721715320;25;100
1269772755048280;24;100
1269772788475480;24;100
1269772821707740;24;100
1269772855009940;24;100
1269772888347550;25;100
1269772921675780;25;100
1269772954990240;24;100
1269772988307280;26;100
1269773021737130;24;100
1269773054963440;25;100
1269773088280980;23;100
1269773121611360;24;100
1269773154928090;23;100
1269773188258360;24;100
1269773221575710;22;100
1269773254905440;24;100
1269773288230670;21;100
1269773321650360;0;0
1269773354873590;0;0
1269773388329240;0;0
1269773421695630;24;100
1269773454852590;22;100
1269773488279440;25;100
1269773521563090;25;100
1269773554820820;25;100
1269773588234550;25;100
1269773621476740;26;100
1269773654793400;24;100
1269773688224320;24;100
1269773721494860;25;100
1269773754766970;25;100
1269773788124670;25;100
1269773821525780;25;100
1269773854737740;26;100
1269773888127590;26;100
1269773921497170;26;100
1269773954711440;25;100
1269773988141970;26;100
1269774021470780;25;100
1269774054693820;24;100
1269774088118780;25;100
1269774121449710;25;100
1269774154661940;25;100
1269774187993970;26;100
1269774221307630;23;100
1269774254626780;25;100
1269774287965820;25;100
1269774321387090;26;100
1269774354602320;26;100
1269774387928510;24;100
1269774421261010;0;0
1269774454587900;0;0
1269774487900940;6;100
1269774521227700;26;100
1269774554551510;26;100
1269774587872740;26;100
1269774621296400;26;100
1269774654521740;26;100
1269774687859780;24;100
1269774721279670;27;100
1269774754510240;29;100
1269774787930050;27;100
1269774821156170;26;100
1269774854494630;27;100
1269774887797590;25;100
1269774921223860;25;100
1269774954447170;27;100
1269774987870440;24;100
1269775021091970;26;100
1269775054414010;26;100
1269775087845320;27;100
1269775121188400;26;100
1269775154387630;25;100
1269775187822510;25;100
1269775221103440;26;100
1269775254485430;28;100
1269775287723200;27;100
1269775321153820;27;100
1269775354444550;25;100
1269775387682090;27;100
1269775421103740;26;100
1269775454314630;25;100
1269775487757200;26;100
1269775520998510;0;0
1269775554288900;0;0
1269775587718090;0;0
1269775621059630;27;100
1269775654255130;28;100
1269775687584550;27;100
1269775721283400;25;100
1269775754234860;25;100
1269775787565970;28;100
1269775820874740;26;100
1269775854202360;26;100
1269775887551860;27;100
1269775920839400;25;100
1269775954305900;26;100
1269775987549670;26;100
1269776020847240;27;100
1269776054156740;27;100
1269776087480430;27;100
1269776120857900;28;100
1269776154119240;27;100
1269776187532090;27;100
1269776220760320;27;100
1269776254126590;28;100
1269776287425320;28;100
1269776320738470;24;100
1269776354059010;27;100
1269776387400240;26;100
1269776420711320;26;100
1269776454034130;27;100
1269776487372930;27;100
1269776520691630;27;100
1269776554027470;27;100
1269776587349590;26;100
1269776620709130;0;0
1269776654104160;0;0
1269776687379160;0;0
1269776720642780;25;100
1269776753952400;25;100
1269776787366510;27;100
1269776820706900;29;100
1269776853933900;30;100
1269776887291820;26;100
1269776920589010;27;100
1269776953908430;28;100
1269776987239050;28;100
1269777020555090;26;100
1269777053875900;27;100
1269777087312550;27;100
1269777120642780;27;100
1269777153847090;28;100
1269777187202200;26;100
1269777220520360;27;100
1269777253821860;25;100
1269777287268700;25;100
1269777320543740;28;100
1269777353798360;27;100
1269777387133280;28;100
1269777420451700;28;100
1269777453801550;26;100
1269777487219160;29;100
1269777520437890;24;100
1269777553741930;27;100
1269777587058280;28;100
1269777620530740;27;100
1269777653716240;26;100
1269777687128320;29;100
1269777720355470;0;0
1269777753693820;0;0
1269777787067280;0;0
1269777820332700;28;100
1269777853764090;28;100
1269777887110130;27;100
1269777920314470;28;100
1269777953640090;27;100
1269777986951590;26;100
1269778020284160;29;100
1269778053600360;29;100
1269778086924090;28;100
1269778120262970;27;100
1269778153575510;29;100
1269778186905010;27;100
1269778220327890;30;100
1269778253644860;29;100
1269778286867590;28;100
1269778320309320;28;100
1269778353620930;28;100
1269778386950470;29;100
1269778420271590;26;100
1269778453493050;26;100
1269778486920320;27;100
1269778520142970;27;100
1269778553466090;27;100
1269778586785620;28;100
1269778620275090;27;100
1269778653585050;26;100
1269778686871510;29;100
1269778720081970;27;100
1269778753519930;27;100
1269778786738090;30;100
1269778820067590;0;0
1269778853381090;0;0
1269778886709120;0;0
1269778920029820;29;100
1269778953354700;29;100
1269778986683090;28;100
1269779019998010;26;100
1269779053328820;26;100
1269779086654360;28;100
1269779119975700;27;100
1269779153385970;28;100
1269779186660090;27;100
1269779220002090;28;100
1269779253276740;27;100
1269779286621820;28;100
1269779319951860;28;100
1269779353324970;27;100
1269779386678200;27;100
1269779420029970;29;100
1269779453218050;27;100
1269779486544280;29;100
1269779519867090;30;100
1269779553194320;29;100
1269779586516090;30;100
1269779619896120;28;100
1269779653182350;26;100
1269779686593350;24;100
1269779719828820;30;100
1269779753174780;28;100
1269779786481050;27;100
1269779819795160;26;100
1269779853117010;27;100
1269779886439890;26;100
1269779919752200;0;0
1269779953083740;0;0
1269779986415120;0;0
1269780019736240;30;100
1269780053054090;30;100
1269780086380010;31;100
1269780119703550;28;100
1269780153099970;29;100
1269780186349590;32;100
1269780219739660;30;100
1269780253128350;28;100
1269780286333740;31;100
1269780319757740;25;100
1269780352973820;32;100
1269780386297050;31;100
1269780419645740;26;100
1269780453051700;30;100
1269780486270700;31;100
1269780519617970;31;100
1269780552921700;28;100
1269780586324160;30;100
1269780619573350;28;100
1269780652922080;25;100
1269780686218010;26;100
1269780719666890;27;100
1269780752876470;25;100
1269780786196160;29;100
1269780819515390;26;100
1269780852849820;30;100
1269780886163320;28;100
1269780919601320;28;100
1269780952839430;28;100
1269780986267930;28;100
1269781019464120;0;0
1269781052820740;0;0
1269781086107550;0;0
1269781119721740;29;100
1269781152779010;30;100
1269781186080660;27;100
1269781219450780;27;100
1269781252773120;29;100
1269781286176160;31;100
1269781319389350;29;100
1269781352789780;29;100
1269781386065160;27;100
1269781419498010;29;100
1269781452684240;26;100
1269781486036550;26;100
1269781519328320;29;100
1269781552650970;26;100
1269781586025890;31;100
1269781619298740;26;100
1269781652727160;28;100
1269781686021200;29;100
1269781719280850;29;100
1269781752725510;26;100
1269781786033160;27;100
1269781819241510;28;100
1269781852708510;30;100
1269781885936430;29;100
1269781919231050;31;100
1269781952537390;28;100
1269781985865430;30;100
1269782019195430;27;100
1269782052544740;29;100
1269782085839390;27;100
1269782119179550;0;0
1269782152486350;0;0
1269782185815280;0;0
1269782219133660;29;100
1269782252601280;25;100
1269782285793200;27;100
1269782319123740;25;100
1269782352445890;29;100
1269782385766740;24;100
1269782419085930;32;100
1269782452424550;26;100
1269782485732550;30;100
1269782519124390;28;100
1269782552503550;26;100
1269782585707810;32;100
1269782619027240;25;100
1269782652355010;32;100
1269782685675660;30;100
1269782718999390;30;100
1269782752438430;30;100
1269782785647040;29;100
1269782819082120;29;100
1269782852407890;30;100
1269782885628040;33;100
1269782919064540;29;100
1269782952398350;31;100
1269782985600970;30;100
1269783019034970;30;100
1269783052243660;27;100
1269783085567470;32;100
1269783118893740;32;100
1269783152236620;32;100
1269783185532930;33;100
1269783218868810;0;0
1269783252189350;0;0
1269783285516510;0;0
1269783318939280;29;100
1269783352158740;30;100
1269783385483810;31;100
1269783418884510;28;100
1269783452216660;30;100
1269783485470740;33;100
1269783518784780;28;100
1269783552209930;32;100
1269783585436970;28;100
1269783618858970;33;100
1269783652187080;30;100
1269783685405200;30;100
1269783718725510;27;100
1269783752218350;30;100
1269783785379350;30;100
1269783818808700;27;100
1269783852121080;32;100
1269783885349470;31;100
1269783918780080;32;100
1269783952081850;32;100
1269783985318270;30;100
1269784018748470;31;100
1269784051971930;29;100
1269784085312540;32;100
1269784118722200;32;100
1269784152051850;29;100
1269784185268310;34;100
1269784218697010;32;100
1269784251916200;32;100
1269784285239930;29;100
1269784318667390;0;0
1269784351953240;0;0
1269784385211120;0;0
1269784418645740;33;100
1269784451873310;31;100
1269784485181580;32;100
1269784518614080;34;100
1269784551832580;30;100
1269784585154970;30;100
1269784618478510;31;100
1269784651854470;34;100
1269784685137010;31;100
1269784718461970;32;100
1269784751787390;31;100
1269784785101770;33;100
1269784818426660;34;100
1269784851760810;35;100
1269784885067930;29;100
1269784918509200;33;100
1269784951735310;29;100
1269784985094040;29;100
1269785018441160;31;100
1269785051699270;27;100
1269785085028620;34;100
1269785118365270;31;100
1269785151793350;32;100
1269785184990700;36;100
1269785218319310;28;100
1269785251643080;33;100
1269785284967470;33;100
1269785318395740;34;100
1269785351723160;29;100
1269785384948620;34;100
1269785418365390;0;0
1269785451803740;0;0
1269785484901770;0;0
1269785518239660;24;100
1269785551661470;33;100
1269785584888040;31;100
1269785618209310;33;100
1269785651541540;25;100
1269785684863390;31;100
1269785718340310;27;100
1269785751582310;32;100
1269785784958580;33;100
1269785818275620;33;100
1269785851488200;29;100
1269785884810000;31;100
1269785918139000;31;100
1269785951579850;28;100
1269785984813890;31;100
1269786018213270;33;100
1269786051440040;30;100
1269786084767770;33;100
1269786118083580;31;100
1269786151399310;29;100
1269786184723850;32;100
1269786218158890;33;100
1269786251403620;31;100
1269786284691620;26;100
1269786318084080;29;100
1269786351488350;32;100
1269786384667580;33;100
1269786418100230;31;100
1269786451381350;27;100
1269786484649160;33;100
1269786518100770;0;0
1269786551287660;0;0
1269786584624080;0;0
1269786618013000;24;100
1269786651321500;35;100
1269786684590160;31;100
1269786717915810;29;100
1269786751234540;29;100
1269786784565350;33;100
1269786817991270;34;100
1269786851227660;31;100
1269786884534730;31;100
1269786917916120;35;100
1269786951180770;31;100
1269786984515120;33;100
1269787017862970;28;100
